company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region,full_text,supportive_coworkers_and_teamwork_score,overall_job_satisfaction_score,healthy_work-life_balance_score,pride_and_sense_of_purpose_score,compassion_fatigue_from_difficult_clients_or_students_score,frustration_with_management_or_leadership_score,burnout_and_exhaustion_score,high_staff_turnover_and_instability_score,dissatisfaction_with_pay_score,invisible_labor_score,positive_experience_score,job_title_norm,pay_range,min,max,per,num_salaries,asian_rating,black_or_african_american_rating,caregivers_rating,heterosexual_rating,hispanic_or_latinx_rating,indigenous_american_or_alaska_native_rating,lgbtq_rating,men_rating,middle_eastern_rating,non_veterans_rating,not_a_parent_or_caregiver_rating,parents_guardians_rating,people_with_disabilities_rating,people_without_disabilities_rating,transgender_and_or_non_binary_rating,veterans_rating,white_rating,women_rating,n_real_ratings
Northwell Health,Healthcare,Nurse,12,4.0,"Jul 22, 2021",Okay,Registered nurse,"Current employee, more than 1 year","Morristown, NJ",,,,Competent healthcare providers. Safety is always first.,Politics are strong. Employers care about numbers.,Morristown,NJ,Northeast,Competent healthcare providers. Safety is always first. Politics are strong. Employers care about numbers.,0.092340849339962,0.0032890969887375,0.005603474099189,0.0360988862812519,0.0033270537387579,0.002998043783009,0.0010539684444665,0.0077454014681279,0.0010491301072761,-0.0086038967128843,0.1024206357542425,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,12,3.0,"Jun 28, 2021",Registered nurse,Registered nurse,Current employee,,,,,Benefits and pay for school,Commute and poor management not enough bonus,,,,Benefits and pay for school Commute and poor management not enough bonus,7.641319098183885e-05,0.090820275247097,0.0053276428952813,0.0024497562553733,0.0030903215520083,0.9860776662826538,0.0422299578785896,0.182418555021286,0.9297829866409302,1.0924624248873442,0.095378723779504,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,12,3.0,"Jun 14, 2021",Unsure,Registered nurse,Current employee,"Belleville, NJ",positive,neutral,positive,Great new hire orientation program.,Difficult to transfer or advance your career from within.,Belleville,NJ,Northeast,Great new hire orientation program. Difficult to transfer or advance your career from within.,0.1189791783690452,0.032005064189434,0.0264742523431777,0.2414217293262481,0.0005647602956742,0.2609229981899261,0.0006225369870662,0.1162740066647529,0.0026185002643615,0.0702429951052181,0.315542871132493,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,12,4.0,"Jun 4, 2021","good work environment, competitive salary",Registered nurse,"Current employee, more than 5 years","Morristown, NJ",positive,positive,positive,well paid nurses have a lot of autonomy professional growth encouraged,lack of support at times depending on the unit not all management cares about their staff,Morristown,NJ,Northeast,well paid nurses have a lot of autonomy professional growth encouraged lack of support at times depending on the unit not all management cares about their staff,0.0012365662259981,0.2026459872722625,0.2565943598747253,0.088467538356781,0.0762912631034851,0.9120112657546996,0.0266939476132392,0.2508076429367065,0.2320382595062255,0.7371072098612785,0.3982212456467096,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,12,4.0,"May 24, 2021",Not as good as it once was,Registered nurse,"Current employee, more than 5 years",,positive,neutral,neutral,Great benefits and perks of being an employee.,Middle management is doing major cut backs and staffing is a mess recently.,,,,Great benefits and perks of being an employee. Middle management is doing major cut backs and staffing is a mess recently.,0.6767924427986145,0.937792420387268,0.5414636731147766,0.648017168045044,0.0035977191291749,0.1860872656106948,0.0019781265873461,0.9749844670295716,0.0005932733765803,0.2615003349201288,2.2021314650774,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,13,3.0,"May 4, 2021",Not the same as when I started,Registered nurse,Current employee,,,,,Flexible schedule is a plus,"Chronically understaffed, management focuses on the wrong things, pay not particularly competitive",,,,"Flexible schedule is a plus Chronically understaffed, management focuses on the wrong things, pay not particularly competitive",0.001267401385121,0.1023442521691322,0.3788611888885498,0.0022740412969142,0.0024613516870886,0.8995048403739929,0.0121373878791928,0.7721068859100342,0.8622428774833679,1.2797736828797497,0.2944309286249336,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,13,5.0,"May 1, 2021",Great place to work,Registered nurse,"Current employee, more than 5 years","Pompton Plains, NJ",positive,positive,positive,"Good pay, tuition reimbursement, health insurance benefits with good coverage, coworkers are amazing, employees are shown appreciation",Short staffed on some days,Pompton Plains,NJ,Northeast,"Good pay, tuition reimbursement, health insurance benefits with good coverage, coworkers are amazing, employees are shown appreciation Short staffed on some days",0.9969516396522522,0.9875750541687012,0.7280697822570801,0.7878878712654114,0.0384275764226913,7.207830640254542e-05,5.164684625924565e-05,0.0002177218993892,8.242847252404317e-05,-0.36488549213027,2.690239578485489,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,13,3.0,"Apr 27, 2021",nursing,Registered nurse,Former employee,,,,,registered nursing is the best,low census and short staffed,,,,registered nursing is the best low census and short staffed,0.484028548002243,0.3010386824607849,0.3041165471076965,0.503947913646698,0.1134985536336898,0.4983783662319183,0.0757832452654838,0.4639312326908111,0.1905566155910492,0.4853663109242916,1.194079302251339,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,13,4.0,"Apr 20, 2021",O,Registered nurse,"Current employee, more than 3 years",,positive,neutral,neutral,It's okay for a new job in health care,I wish they paid hazard pay for working on the covid floors,,,,It's okay for a new job in health care I wish they paid hazard pay for working on the covid floors,0.0009220881038345,0.0791357159614563,0.0295071061700582,0.0118331676349043,0.009983099065721,0.3921877443790436,0.1377330720424652,0.1621695905923843,0.9657966494560242,0.8993808047380298,0.1034557108505396,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,13,3.0,"Apr 13, 2021",Trauma surgical RN,Registered nurse,"Current employee, more than 3 years","Morristown, NJ",,,,"Fortune 500’s best places to work, #1 hospital in NJ",Lack of support and appreciation,Morristown,NJ,Northeast,"Fortune 500’s best places to work, #1 hospital in NJ Lack of support and appreciation",0.0005525224842131,0.2476801574230194,0.0008657849393785,0.0002673170529305,0.1881979256868362,0.9066599607467652,0.0861012190580368,0.705048143863678,0.3820750713348388,1.2240075927693397,0.2487279295455664,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,14,3.0,"Mar 11, 2021",Good company but needs to treat their employees better,Registered nurse,"Former employee, more than 3 years","Summit, NJ",negative,negative,negative,Good place to work. Insurance is cheap but only covers in network,"To recognition, no pay raise, patient ratio is high. Not a lot of help. Management is had",Summit,NJ,Northeast,"Good place to work. Insurance is cheap but only covers in network To recognition, no pay raise, patient ratio is high. Not a lot of help. Management is had",0.589238703250885,0.9525052309036256,0.3386889696121216,0.5197758078575134,0.0834709331393241,0.6784752607345581,0.0187623519450426,0.0025669862516224,0.8599138855934143,0.5919557141605765,1.953610599040985,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,14,3.0,"Mar 3, 2021",needs to treat employees better,Registered nurse,Current employee,,,,,"great co-workers, keep each other going","not enough $ for what you're put through, have to work for your own bonus. staffing is terrible",,,,"great co-workers, keep each other going not enough $ for what you're put through, have to work for your own bonus. staffing is terrible",0.9992307424545288,0.6058648824691772,0.0531333498656749,0.8905212879180908,0.0089806420728564,0.0640841051936149,0.1128029972314834,0.4366388320922851,0.9822040796279908,0.4157413432840258,2.0497455801814795,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,14,3.0,"Feb 14, 2021","Good benefits and salary, inflexible leadership",Registered nurse,"Former employee, more than 5 years",,negative,neutral,neutral,The salaries were amongst the highest in the country for experienced nurses. Years of experience were rewarded with $1000/year for every year of nursing experience.,Management expected perfection. We were made to audit areas for improvement on paper which was time consuming and detrimental to the operations of the unit.,,,,The salaries were amongst the highest in the country for experienced nurses. Years of experience were rewarded with $1000/year for every year of nursing experience. Management expected perfection. We were made to audit areas for improvement on paper which was time consuming and detrimental to the operations of the unit.,0.0919242724776268,0.5118771195411682,0.045251227915287,0.3646669387817383,0.0273001715540885,0.8945622444152832,0.2091029286384582,0.0202485360205173,0.3500022888183594,0.6796511225402355,0.8769461419433355,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,14,4.0,"Feb 13, 2021",Registered nurse,Registered nurse,Current employee,"Hackettstown, NJ",positive,positive,positive,"Excellent benefits, great time off.",There is Minimal communication with management.,Hackettstown,NJ,Northeast,"Excellent benefits, great time off. There is Minimal communication with management.",0.2535010576248169,0.8968715071678162,0.9903922080993652,0.1146558076143264,0.0106868157163262,0.8392075896263123,0.0007139219087548,0.0024178617168217,0.006791329011321,0.3756095200660638,1.6681852601468563,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,14,5.0,"Feb 1, 2021",Good,Registered nurse,Current employee,"Morristown, NJ",,,,Excellent company to work for !,"There are none , stay within the company",Morristown,NJ,Northeast,"Excellent company to work for ! There are none , stay within the company",0.9011189341545104,0.9815086126327516,0.8180075287818909,0.8371986746788025,0.0102127352729439,0.0032799423206597,0.002018952043727,0.0001029937629937,0.0035910541191697,-0.4054338387395546,2.6942505836486816,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,15,5.0,"Dec 19, 2020",Good work environment,Registered nurse,Current employee,"Morristown, NJ",positive,positive,positive,We are almost always are fully stocked with supplies. Management is easy to reach and responsive.,I have been working for Atlantic Health for 14 years and am grateful for the benefits we receive...only con I can think of would be better pay.,Morristown,NJ,Northeast,We are almost always are fully stocked with supplies. Management is easy to reach and responsive. I have been working for Atlantic Health for 14 years and am grateful for the benefits we receive...only con I can think of would be better pay.,0.380395770072937,0.9064207673072816,0.2814231812953949,0.4293152987957001,0.0421767607331275,0.1227584481239318,0.027445713058114,0.0139506747946143,0.985058069229126,0.4053042302839458,1.6544156596064568,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,15,5.0,"Dec 11, 2020",RN,Registered nurse,"Former employee, more than 8 years","Morristown, NJ",positive,neutral,positive,"Flexible schedule, excellent benefits, tuition reimbursement",Health Benefits require care at only AHS facility.,Morristown,NJ,Northeast,"Flexible schedule, excellent benefits, tuition reimbursement Health Benefits require care at only AHS facility.",0.1498226225376129,0.955068051815033,0.9868950843811036,0.1825121790170669,0.016773197799921,0.0007202979759313,0.0003444484318606,4.175774665782228e-05,0.000105797094875,-0.0778978163179999,1.6977666951715946,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,15,4.0,"Nov 17, 2020",Fine,Registered nurse,Current employee,"Morristown, NJ",,,,It is a fine place to work.,Hard to use PTO given,Morristown,NJ,Northeast,It is a fine place to work. Hard to use PTO given,0.9305956959724426,0.9940727949142456,0.8710880279541016,0.7178546190261841,0.0365084037184715,0.0117895063012838,0.0222650151699781,0.000858592276927,0.0301659237593412,-0.2878739803854842,2.6659545451402664,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,15,4.0,"Nov 6, 2020",Great place,Registered nurse,Current employee,,,,,Lots of great benefits here!,None that I can think of,,,,Lots of great benefits here! None that I can think of,0.0044554588384926,0.1263396888971328,0.0163083486258983,0.0013313158415257,8.95338598638773e-05,0.0003431767981965,2.7020403649657965e-05,4.644731234293431e-05,0.0004557012871373,-0.0001488244233769,0.1388339442200958,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,15,4.0,"Sep 20, 2020","Mostly good, some bad",Registered nurse,"Current employee, less than 1 year","Summit, NJ",,,,"Competitive Pay, excellent nurse residency program, great benefits. Overall good,",There is a big toss upon how individual floors are managed,Summit,NJ,Northeast,"Competitive Pay, excellent nurse residency program, great benefits. Overall good, There is a big toss upon how individual floors are managed",0.1523105353116989,0.8764925003051758,0.5446546673774719,0.235346183180809,0.0356801152229309,0.2589574456214905,0.002456440590322,0.0077836606651544,0.0010340234730392,0.0454310002969577,1.4395623728632927,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,16,3.0,"Aug 9, 2020",Lots of expectations but not a lot of support.,Registered nurse,Current employee,,,neutral,,Able to work close your home Fair wage Lots of benefits,"As a nurse case manager, you're given a lot of patients to manage but the majority of the time have insufficient time and resources to do the job well.",,,,"Able to work close your home Fair wage Lots of benefits As a nurse case manager, you're given a lot of patients to manage but the majority of the time have insufficient time and resources to do the job well.",0.0207447800785303,0.3703011274337768,0.5726555585861206,0.1882107853889465,0.2691013216972351,0.413064569234848,0.2677912712097168,0.0059589277952909,0.2635102570056915,0.7167787468060851,0.8133455808274448,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,16,4.0,"Jun 12, 2020",Hourly rate,Registered nurse,"Current employee, less than 1 year",,positive,,positive,"Great benefits, clean facility, many resources",Staffing is a con at times,,,,"Great benefits, clean facility, many resources Staffing is a con at times",0.0010571252787485,0.7943744659423828,0.0225626658648252,0.0297978147864341,0.0913906544446945,0.153000608086586,0.137035921216011,0.6727101802825928,0.0382918715476989,0.6226813346147537,0.8287970039236825,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,16,4.0,"May 18, 2020","Good Benefits, Caring Managment. Made best of a stressful Medsurg Floor",Registered nurse,Former employee,"Westfield, NJ",positive,neutral,positive,"Manager well coordinated, helpful, tries to accommodate schedules and vacations well. Good benefits. Good pay. On site training offered and mentorship/ self-improvement programs available.","Sometimes nursing staff ratios for med surg floor up to 7:1 or 8:1, even on dayshift, which is a difficult assignment. Some staff members formed cliques.",Westfield,NJ,Northeast,"Manager well coordinated, helpful, tries to accommodate schedules and vacations well. Good benefits. Good pay. On site training offered and mentorship/ self-improvement programs available. Sometimes nursing staff ratios for med surg floor up to 7:1 or 8:1, even on dayshift, which is a difficult assignment. Some staff members formed cliques.",0.6629689335823059,0.7348141670227051,0.9497442841529846,0.2434598356485366,0.0843331888318061,0.0390591919422149,0.0618775226175785,0.0029210150241851,0.006167490966618,0.0274713453836739,1.889507886022329,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,16,4.0,"May 14, 2020",Atlantic Health,Registered nurse,Current employee,,,,,One of the best hospitals to work for.,Management is becoming more and more Corporate America.,,,,One of the best hospitals to work for. Management is becoming more and more Corporate America.,0.5496829748153687,0.9199138283729552,0.3784735798835754,0.5313215255737305,0.0028512573335319,0.1499335765838623,0.008033936843276,0.0004349806695245,0.009514620527625,-0.1755467940529342,1.9199039936065676,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,16,5.0,"Apr 19, 2020",RN,Registered nurse,Former employee,"Morristown, NJ",,,,It was a great place to work,It can be tough at times,Morristown,NJ,Northeast,It was a great place to work It can be tough at times,0.7192301750183105,0.9779006838798524,0.0418970212340354,0.5757122039794922,0.3402593433856964,0.1088108122348785,0.0988791435956955,0.0584520474076271,0.0635240823030471,0.1816110201179981,1.970055978745222,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,17,1.0,"Nov 22, 2019",No place to grow,Registered nurse,"Current employee, more than 3 years","Summit, NJ",,,,Close to my house,"If you have an accent, and have some language barrier you won't promote or get a better position no matter if you are certified, you have good record and you are eligible. You won't grow",Summit,NJ,Northeast,"Close to my house If you have an accent, and have some language barrier you won't promote or get a better position no matter if you are certified, you have good record and you are eligible. You won't grow",0.0020457406062632,0.1699983477592468,0.0166042298078537,0.0988831967115402,0.0105214184150099,0.5141435861587524,0.0012222385266795,0.1688012778759002,0.0490258000791072,0.3256570360390469,0.2539971656515263,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,17,5.0,"Oct 15, 2019","Great Benefits, good salary",Registered nurse,"Current employee, more than 10 years","Morristown, NJ",positive,positive,positive,A good company to work for,Nothing to complain working here,Morristown,NJ,Northeast,A good company to work for Nothing to complain working here,0.9788451790809632,0.9964610934257508,0.6805531978607178,0.8961109519004822,0.0039892680943012,0.001887941150926,0.0001570909371366,4.943815656588413e-05,0.0024463098961859,-0.4427145893405395,2.7429547905921936,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,17,1.0,"Oct 27, 2018",Registered Nurse,Registered nurse,"Former employee, more than 5 years","Hackettstown, NJ",negative,negative,negative,Very few. The staff was the best part about working here. The current Administration is pushing all the experienced nurses and physicians out.,There are few experienced nurses left at this facility. The administration and mangers that run it have little true bedside experience. It seems they are driven more by a business outlook rather then a patient care/safety model. Moral is low and true important education is non existent.,Hackettstown,NJ,Northeast,Very few. The staff was the best part about working here. The current Administration is pushing all the experienced nurses and physicians out. There are few experienced nurses left at this facility. The administration and mangers that run it have little true bedside experience. It seems they are driven more by a business outlook rather then a patient care/safety model. Moral is low and true important education is non existent.,0.9843430519104004,0.9758852124214172,0.3983218669891357,0.8986607789993286,0.1405948996543884,0.9624375104904176,0.4445532262325287,0.9915626645088196,0.4318018853664398,1.293570041656494,2.587299019098282,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,17,5.0,"Feb 22, 2017",RN,Registered nurse,"Current employee, more than 1 year","Morristown, NJ",positive,positive,,Great benefits and a positive culture,Their computer systems are not great- but they are in the process of upgrading to EPIC,Morristown,NJ,Northeast,Great benefits and a positive culture Their computer systems are not great- but they are in the process of upgrading to EPIC,0.97801411151886,0.9087220430374146,0.6884559392929077,0.9653413891792296,0.0007975831977091,0.0001454908488085,2.016917278524488e-05,1.9717066606972367e-05,5.317756949807517e-05,-0.4819431452760909,2.710466638207436,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,17,2.0,"Sep 12, 2016","Great pay, but must have flexibility with scheduling",Registered nurse,"Former employee, more than 3 years",,negative,,,Great staff and helpful. Everyone Is mostly pleasant.,Had to resign because manager did not want to work with school schedule despite them already being very short.they should support everyone's growth.,,,,Great staff and helpful. Everyone Is mostly pleasant. Had to resign because manager did not want to work with school schedule despite them already being very short.they should support everyone's growth.,0.7761245369911194,0.521977424621582,0.3340197503566742,0.0714348554611206,0.1868074387311935,0.9679844379425048,0.3943415582180023,0.2293127030134201,0.0707026720046997,1.1327296160161495,1.3246568441390991,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
Northwell Health,Healthcare,Nurse,18,4.2,"Jun 5, 2014",12+ year employee,Registered nurse,"Current employee, more than 10 years","Morristown, NJ",positive,neutral,neutral,Lots of support for professional growth and advancement,Parking at the hospital and some off site facilities is horrible.,Morristown,NJ,Northeast,Lots of support for professional growth and advancement Parking at the hospital and some off site facilities is horrible.,0.739393413066864,0.1595754772424698,0.0928793400526046,0.3285559415817261,0.0009807081660255,0.0316115394234657,0.0030482101719826,0.0003287463332526,0.0021684092935174,-0.1434398819692433,1.0069771632552147,registered nurse,$86K - $111K /yr,86000.0,111000.0,yr,231.0,3.2,4.0,4.1,4.0,4.0,4.3,4.1,4.0,3.9588235294117644,3.9,3.8,3.9,4.3,3.9,3.7,4.5,3.8,3.8,17.0
OhioHealth,Healthcare,Nurse,1,2.0,"Mar 19, 2026",Another Mass Lay Off,Nurse,Current employee,,negative,positive,negative,"Somewhat decent pay for associates, but does it matter when your job isn't secure??","Another disappointing decision from corporate: eliminating all nurses in urgent care, regardless of tenure or performance. This feels like another example of leadership prioritizing small cost savings and lining their own pockets over patient safety and quality of care. Nurses were informed through a last minute Teams meeting where the director read from a prepared script about pre- and post- COVID staffing and the decision to return to so-called “national staffing standards.” No questions were allowed. Meanwhile, 16 job postings for medical assistants have already appeared in order to replace these asaociates (some nurses have already had the unknowing pleasure of training their MA replacements and learned that fact during the meeting! Wonderful!). If the change truly reflects national standards, even minimal research quickly raises questions about that explanation. It’s incredibly disheartening to see decisions like this being made at the expense of the nurses who have consistently supported these clinics and truly care about the patients they serve. Don't visit their urgent cares if your goal is to receive safe, competent care.",,,,"Somewhat decent pay for associates, but does it matter when your job isn't secure?? Another disappointing decision from corporate: eliminating all nurses in urgent care, regardless of tenure or performance. This feels like another example of leadership prioritizing small cost savings and lining their own pockets over patient safety and quality of care. Nurses were informed through a last minute Teams meeting where the director read from a prepared script about pre- and post- COVID staffing and the decision to return to so-called “national staffing standards.” No questions were allowed. Meanwhile, 16 job postings for medical assistants have already appeared in order to replace these asaociates (some nurses have already had the unknowing pleasure of training their MA replacements and learned that fact during the meeting! Wonderful!). If the change truly reflects national standards, even minimal research quickly raises questions about that explanation. It’s incredibly disheartening to see decisions like this being made at the expense of the nurses who have consistently supported these clinics and truly care about the patients they serve. Don't visit their urgent cares if your goal is to receive safe, competent care.",0.0033530110958963,0.1570603549480438,0.0013477748725563,0.0138254854828119,0.003690272103995,0.9820153713226318,0.0638404488563537,0.993102729320526,0.9931486248970032,1.543828772963025,0.1706181148183532,nurse,$66K - $95K /yr,66000.0,95000.0,yr,18.0,4.3,4.1,3.0,4.0,3.9,3.5,3.4,4.0,3.7733333333333334,3.9,4.1,3.8,3.3,4.0,3.7733333333333334,3.4,3.7733333333333334,3.9,15.0
OhioHealth,Healthcare,Nurse,1,4.0,"Nov 5, 2025",Good place to work,Nurse,"Current employee, more than 5 years",,positive,positive,positive,Great culture. Good pay with increases each year.,Retirement match is low but benefits overall ok.,,,,Great culture. Good pay with increases each year. Retirement match is low but benefits overall ok.,0.9770740270614624,0.962279975414276,0.6718633770942688,0.9199326038360596,0.0101810051128268,0.0010195729555562,0.0010500588687136,4.308864663471468e-05,0.0019825305789709,-0.449757893124115,2.720966637134552,nurse,$66K - $95K /yr,66000.0,95000.0,yr,18.0,4.3,4.1,3.0,4.0,3.9,3.5,3.4,4.0,3.7733333333333334,3.9,4.1,3.8,3.3,4.0,3.7733333333333334,3.4,3.7733333333333334,3.9,15.0
