company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
Fairfax County Public Schools,Education,Teacher,3,4.0,"Jul 1, 2025",Teaching,Teacher,"Former employee, more than 1 year","Fairfax, VA",,neutral,neutral,It’s a large district with a lot of opportunities,Work environment can be stressful,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,6,4.0,"Sep 9, 2022",.,Special education teacher,Current employee,"McLean, VA",positive,,negative,Resources,Hard to feel heard in such a large county,McLean,VA,South
Fairfax County Public Schools,Education,Teacher,10,5.0,"Apr 17, 2023",Sub Teacher,Substitute teacher,"Current employee, more than 1 year","Fairfax, VA",positive,positive,positive,"schedule autonomy, flexibility, work-life balance","no fixed income, not paid on holidays, no benefits, such as health insurance and retirement plans.",Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,1,4.0,"Apr 16, 2026",Great experience but lacks sufficient funding,Teacher,Current employee,"Fairfax, VA",,,,Great experience fostering the next generation.,Too little funding. Low pay.,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,12,5.0,"Dec 7, 2022",Substitute Teacher,Substitute teacher,"Current employee, more than 1 year","Reston, VA",positive,positive,neutral,"Ability to choose your own schedule, Work with kids, make connections",Long term assignments are sometimes difficult to find,Reston,VA,South
Fairfax County Public Schools,Education,Teacher,7,1.0,"Jul 13, 2022",Pulley Career Center,Special education teacher,"Former employee, more than 3 years","Alexandria, VA",negative,negative,neutral,There are no lesson plans to turn in.,"Whatever you do, don't accept a job at the Pulley Career Center. This special education school has a revolving door of principals (and employees) who are clueless. The current principal tries to get other teachers to do his job and uses those teachers to bully staff. As you can imagine there are numerous discipline problems in the school and the principal is clueless how to help solve them. This has been going on for years. The aides are poorly educated and are used to doing whatever they want to do. Some staff and aides are past special education students themselves. If you want a happy and enriching career definitely run, do not walk, away from this school.",Alexandria,VA,South
Fairfax County Public Schools,Education,Teacher,17,1.0,"Sep 29, 2023",No work life balance,Teacher,Former employee,"Fairfax, VA",negative,,,Great colleagues. The only reason I stayed as long as I did were the amazing people I worked with,Set pay scale Pay freezes Poor quality resources provided,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,10,3.0,"Mar 26, 2024",Reasonable Pay schedule,Teacher,"Current employee, more than 8 years","Falls Church, VA",positive,positive,positive,"The duties required of a teacher are unreasonable, and the pay is not equitable for the hours or education required. That said, FCPS is as reasonable as it gets.","The duties required of a teacher are unreasonable, and the pay is not equitable for the hours or education required.",Falls Church,VA,South
Fairfax County Public Schools,Education,Teacher,4,2.0,"Aug 15, 2024",a,Substitute teacher,Former employee,"Fairfax, VA",,,,there was a flexible schedule,it was tiring for working with numerous kids at once,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,7,4.0,"Sep 16, 2024",Long time Employee,Teacher,"Current employee, more than 10 years","Fairfax, VA",,,,"Good benefits, good retirement, better pay than surrounding counties",Decision making at the top often does. To consider teacher workload,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,9,4.0,"Apr 20, 2024",Great career,Teacher,"Current employee, more than 10 years","Springfield, VA",positive,positive,positive,Strong PD; positive facilities and resources; opportunities for growth,Some communities have more challenges; some administrators more effective than others.,Springfield,VA,South
Fairfax County Public Schools,Education,Teacher,11,3.0,"Feb 27, 2023",Subbing,Substitute teacher,"Current employee, more than 3 years","Fairfax, VA",negative,neutral,negative,Pay is decent. Schedule is also nice and you get the summers off.,Having to deal with all types of children in all settings is tough.,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,6,4.0,"Oct 20, 2024",Pay,Teacher,"Current employee, more than 5 years","Vienna, VA",,,,Decent salary for this profession,Demanding expectations and trainings even with a masters degree,Vienna,VA,South
Fairfax County Public Schools,Education,Teacher,6,2.0,"Oct 23, 2024",Woke up system,Teacher,"Former employee, more than 10 years","Fairfax, VA",negative,negative,negative,What is expected from the county next to Loudon where parents are arrested at school board meeting,The administration is woke and even referred to the principal as dear leader in the highschool,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,12,5.0,"Jan 18, 2023",Great Job!,Substitute teacher,Current employee,"Fairfax, VA",,,,"Flexible schedule, strong support from peers",Long days and unpaid holidays,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,2,5.0,"Aug 20, 2025",Experience with FCPS,Substitute teacher,"Current employee, less than 1 year","Fairfax, VA",positive,,,- Flexibility - Networking - Training within the field - Can easily discover which school is most suitable for you - Higher Pay on specific 'busy' Fridays (usually before a holiday),- Opportunities can be slow & posted last minute at times,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,2,4.0,"Oct 20, 2025",Flexibility is the Best Perk,Substitute teacher,Current employee,"Fairfax, VA",,,,Flexibility Choice of what schools to work at Always jobs available to pick up,Hard work for the pay - but which is a good pay rate compared to other school districts,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,3,5.0,"Feb 4, 2025",Amazing organization,Substitute teacher,"Current employee, more than 1 year","Fairfax, VA",positive,positive,,"Great staff at all of the schools, admin is wonderful with organization and ensuring class materials are ready for subbing",Not many cons if any! Sometimes students can be crazy but that's to be expected :),Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,9,4.0,"May 5, 2024",All depends on the school,Teacher,"Former employee, more than 3 years","Fairfax, VA",positive,positive,positive,Had a great school with great admin so it was a wonderful experience d,Amount of meetings after school and during planning time was a lot,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,5,4.0,"Jul 17, 2024",It’s Ok,Substitute teacher,Former employee,"Fairfax, VA",,,,Get to pick your schedule.,The larger secondary schools are huge so lots of walking.,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,3,4.0,"Nov 19, 2024",Great part time employment,Substitute teacher,"Former employee, more than 3 years","Falls Church, VA",positive,positive,positive,Working with the children and staff was extremely rewarding.,The pay was a little low for the job and area.,Falls Church,VA,South
Fairfax County Public Schools,Education,Teacher,9,3.0,"May 8, 2023",review for sub,Substitute teacher,Current employee,"Fairfax, VA",,,,fun to work with kids,admin is really strict and not fun,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,9,4.0,"May 10, 2021",Sdfd,Special education teacher,"Current employee, more than 10 years","Centreville, VA",positive,positive,positive,Good people and behavior support,High expectations from wealthy families,Centreville,VA,South
Fairfax County Public Schools,Education,Teacher,3,4.0,"Jun 14, 2024",Great county,Special education teacher,Former employee,"Fairfax, VA",,,,Great staff and admin to work with,Low salary and high expectations,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,11,4.0,"Mar 7, 2024",Ptofessional Debelopment is second to none,Teacher,"Current employee, more than 10 years","Herndon, VA",positive,positive,positive,Great Benefits - health and retirement Pay is the top 5 and getting better. Lot of schools so one can live close to work location..,Too much control over teachers. Stymies teacher creativty. Large classes.,Herndon,VA,South
Fairfax County Public Schools,Education,Teacher,14,4.0,"Jun 24, 2022",Easy money and flexible schedule,Substitute teacher,"Current employee, less than 1 year","Fairfax, VA",positive,neutral,negative,- great job for college students or recent graduates - easy for the pay amount - high need,- students are difficult after pandemic - substitutes may be expected to do more than they should,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,16,1.0,"Oct 18, 2023",No support,Teacher,Former employee,"Fairfax, VA",negative,positive,neutral,"Depends on the school, but some schools but some administrators are great.",Restrictive county policies limit discipline making it impossible to teach.,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,20,2.0,"Jun 26, 2023",Pay low,Teacher,Former employee,"Annandale, VA",negative,,,Working with kids can be fun,pay is low. Demanding tiresome job and toxic work environment,Annandale,VA,South
Fairfax County Public Schools,Education,Teacher,8,4.0,"Jul 15, 2024",Teacher Salary,Teacher,Former employee,"Fairfax, VA",,,,Competitive compared to other states.,Extremely vague curriculum guides for teachers,Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,10,5.0,"Apr 7, 2023",Great job for full-time students,Substitute teacher,"Current employee, more than 1 year","Fairfax, VA",,,,"Good pay for college students, relatively good amount of downtime to work on other things for school","No bonuses, especially for recommending other employees to work for FCPS",Fairfax,VA,South
Fairfax County Public Schools,Education,Teacher,12,4.0,"Jan 13, 2023",Good company,Substitute teacher,Current employee,"Fairfax, VA",,,,Flexible work schedule as a substitute,Certain schools are significantly better than others,Fairfax,VA,South
Learn It Systems,Education,Teacher,1,5.0,"Feb 4, 2026",Great company,Teacher,"Current employee, more than 1 year","Lakeland, FL",positive,,,"Flexible hours, great supervisor, no micromanaging",A lot of lesson plans. Not fulltime,Lakeland,FL,South
LearnWell,Education,Teacher,2,2.0,"Jul 30, 2024",Go Elsewhere,Teacher,"Current employee, more than 1 year","Newark, DE",negative,negative,negative,work with kids,poor management,Newark,DE,South
LearnWell,Education,Teacher,3,1.0,"May 15, 2023","Low Compensation, Terrible Benefits",Teacher,"Current employee, more than 5 years","Newark, DE",negative,negative,negative,"Flexible work hours, Work closely with colleagues on lesson plans","Benefit plans are expensive, Company does not pay for professional development for their teachers, Pay is very low considering all of the work the teachers are require to do every day, and Company schedules unpaid breaks during the school year.",Newark,DE,South
Pioneer Technology & Arts Academy,Education,Teacher,1,2.0,"Jul 6, 2026",Great mentorship overshadowed by unprofessional staff and issues,Teacher,"Former employee, more than 1 year","Dallas, TX",negative,positive,negative,Mentorship from another teacher who referred me was great.,"Administrative Staff is rude and unprofessional. Kids are divided in behavioral situations. I taught K -11th and many upper & lower school can't read, spell or write. Tablets and Chromebooks are horrible teaching tools.",Dallas,TX,South
Pioneer Technology & Arts Academy,Education,Teacher,1,4.0,"Aug 6, 2025",My Experience was Great,Teacher,"Former employee, more than 3 years","Dallas, TX",positive,negative,positive,"Friendly culture, small class sizes, plus great kids and parental support lead to a very rewarding and enriching experience for me.",My experience was not the same as other teacher's. Budget and lack of materials prepared by those in upper administration can understandably lead to frustration for new teachers. As a teacher transferring from another district with my own supplies and many lessons planned in my previous district it was a seamless transition but I can see how that would make other new teachers leave.,Dallas,TX,South
Pioneer Technology & Arts Academy,Education,Teacher,1,4.0,"Jul 23, 2024",Changes for 24-25,Teacher,"Current employee, more than 3 years","Royse City, TX",positive,neutral,neutral,New principal who has shown that he is willing to enforce discipline. Great co-workers- we are definitely a family.,We have one HR person who does the job of five. She is overworked and sometimes it's difficult to get help.,Royse City,TX,South
Pioneer Technology & Arts Academy,Education,Teacher,1,4.0,"Jun 5, 2023",Charter School,Teacher,"Former employee, more than 1 year","Greenville, TX",,,,Smaller class sizes than public schools I’ve taught at. Supportive administration.,Subs are scarce but that’s everywhere. HR is difficult to work with.,Greenville,TX,South
Pioneer Technology & Arts Academy,Education,Teacher,2,3.0,"May 13, 2023",Charter,Teacher,Current employee,"Mesquite, TX",,,,Work/life balance- completely up to you. Great kids.,"Charters do not have money like regular school districts. Once you’re onboarded, your only link to hr is your principal. You can’t get an email returned.",Mesquite,TX,South
Pioneer Technology & Arts Academy,Education,Teacher,2,4.0,"Mar 26, 2022",Small class sizes allows for individualized instruction,Teacher,"Current employee, more than 3 years","Dallas, TX",positive,,positive,Above grade and gifted students in small class settings,After school and report requirements can change weekly,Dallas,TX,South
"Specialized Education Services, Inc.",Education,Teacher,1,2.0,"Nov 15, 2024",Teaching,Teacher,Former employee,"Austin, TX",,,,Working with students all day,It can be a very stressful job,Austin,TX,South
"Specialized Education Services, Inc.",Education,Teacher,2,2.0,"Oct 30, 2023",Little Pay... Much Stress,Teacher,Former employee,"McDonough, GA",,,,"Friendly co-workers, free lunches... sometimes","student behaviors are terrible, admin don't care.",McDonough,GA,South
"Specialized Education Services, Inc.",Education,Teacher,2,2.0,"Oct 10, 2023",Low Expectations,Teacher,Former employee,"Washington, DC",negative,negative,neutral,Experiences with colleagues were positive,This business has very low expectations for students. The kids deserve better.,Washington,DC,South
"Specialized Education Services, Inc.",Education,Teacher,1,5.0,"Feb 20, 2025",Great Company!,Special education teacher,"Current employee, more than 5 years","Elkton, MD",positive,positive,positive,Great opportunity to learn and grow. You truly make a difference.,None it’s a gray place!,Elkton,MD,South
"Specialized Education Services, Inc.",Education,Teacher,2,3.0,"Mar 1, 2024",5 Months Teaching,Special education teacher,"Former employee, less than 1 year","Lanham, MD",,,,"benefits were good, got a raise from a teaching grant","no work life balance, unrealistic goals",Lanham,MD,South
"Specialized Education Services, Inc.",Education,Teacher,2,3.0,"Nov 10, 2023",Pay,Special education teacher,Current employee,"Lanham, MD",,,,The pay was every 2 weeks,The consequences were inconsistent staff to staff,Lanham,MD,South
"Specialized Education Services, Inc.",Education,Teacher,3,1.0,"Sep 8, 2021",terrible pay for what you go through,Special education teacher,"Current employee, more than 1 year","Lanham, MD",negative,,,nice staff (thats it though),Behaviors Low pay & no raises Lots of paperwork No help Staff constantly change Kids are added to your schedule randomly and often,Lanham,MD,South
"Specialized Education Services, Inc.",Education,Teacher,3,5.0,"May 3, 2021",Supportive & Fast Paced Environment,Special education teacher,"Current employee, more than 1 year","Elkton, MD",positive,positive,positive,"Competitive Pay, Team Oriented, Growth Opportunities",You have summers off and they can be paid or unpaid,Elkton,MD,South
"Specialized Education Services, Inc.",Education,Teacher,4,4.0,"Apr 20, 2021",*,Special education teacher,Current employee,"Baltimore, MD",,,,Small staff and student body,Physically and mentally exhausting and often thankless,Baltimore,MD,South
"Specialized Education Services, Inc.",Education,Teacher,5,4.0,"Sep 26, 2015",High Road Academy,Special education teacher,"Current employee, more than 3 years","Laurel, MD",,,,"Small school, great special-ed program, great teachers","Some staff participate in a lot of BS, teachers not paid enough, too much paperwork",Laurel,MD,South
West Covina Unified School District,Education,Teacher,1,4.0,"Jan 26, 2021",Great People,Substitute teacher,Current employee,"Houston, TX",,,,Great Staff and the offices are organized.,Sub jobs can be scarce,Houston,TX,South
Zeta Charter Schools,Education,Teacher,1,1.0,"Jan 6, 2026",Strong Mission Undermined by Poor Management Practices,Teacher,"Former employee, less than 1 year","Bronx, NY",negative,negative,negative,Strong student relationships – Opportunities to build meaningful connections with students and positively impact their academic and personal growth.,"No Breaks Prep periods routinely taken away or eliminated, forcing teachers to work well beyond contracted hours just to complete basic responsibilities.",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,1,3.0,"Jan 5, 2026",It’s okay,Teacher,Current employee,"Inwood, NY",,,,Management is there for you,A lot of work for little pay,Inwood,NY,Northeast
Zeta Charter Schools,Education,Teacher,1,3.0,"Feb 19, 2025",Zeta,Teacher,Former employee,"Bronx, NY",,,,"Easy interview, new facility and supplies","Low pay, long hours, low support",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,1,5.0,"Jan 17, 2025",Collaborative and Dynamic Workplace,Teacher,Current employee,"Bronx, NY",positive,positive,positive,"As a new teacher, I am happy to have chosen Zeta. Working at zeta has provided me with meaningful opportunities for professional growth and development. The experience has allowed me to collaborate with a team of talented and dedicated educators who consistently support one another and work collectively to foster a positive and enriching learning environment for students. I am looking forward to the future advancements as the school seems to be heading in a positive direction that prioritizes growth and excellence for both students and staff.",It is a fast paced environment.,Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,1,5.0,"Oct 18, 2024",Great Place to Work With Amazing Students,Teacher,"Current employee, more than 3 years","New York, NY",positive,positive,positive,I have worked at Zeta for the last 3 years and it is an excellent school. The leaders have helped me develop as a teacher and always want the best for you. I enjoy coming to work everyday and appreciate being part of such a supportive team.,You must be willing to work hard and the hours can be long.,New York,NY,Northeast
Zeta Charter Schools,Education,Teacher,2,1.0,"Oct 10, 2024",Don’t do it,Teacher,Former employee,"Bronx, NY",negative,negative,negative,"None, there are no pros.","Everything. Leadership and network are toxic, they don’t care about your growth at all. Cheating happens, unethical.",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,2,3.0,"Sep 25, 2024",Work/Life Balance,Teacher,Former employee,"Bronx, NY",,,,Community is superb and coworkers are great,Lack of growth ad pay is low,Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,2,2.0,"Jun 13, 2024",Ok,Teacher,"Former employee, more than 1 year","Bronx, NY",negative,negative,,They give a good pay.,Management does not communicate well.,Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,2,1.0,"May 2, 2024",Leaving was the best decision of my life,Teacher,"Former employee, more than 1 year","Inwood, NY",negative,negative,negative,"Pay was good, kids are great","Puts the children last, test scores first, long hours of sometimes 6:15-5:30. Most days 7:30-5:15. Prep time was taken over completely by extra deliverables. No subs some days I had to teach k-6th grade. Managers are not educators,",Inwood,NY,Northeast
Zeta Charter Schools,Education,Teacher,2,5.0,"Apr 12, 2024",Review,Teacher,Current employee,"New York, NY",positive,positive,positive,Working at Zeta you can grow in your teaching career. Zeta offers to pay for your master to help with certification. There is plenty of opportunity for growth. I have had very supportive teams members both academic school years I have worked here. I have built a good relationship with my direct leadership and they have been very helpful and understanding when dealing with life situations out of our control.,Charter schools are longer hours. We also do start the academic school year earlier. Balancing work and masters program can be challenging to finding a life balance.,New York,NY,Northeast
Zeta Charter Schools,Education,Teacher,3,3.0,"Jan 7, 2024",Great place for children,Teacher,"Former employee, more than 3 years","New York, NY",positive,positive,neutral,Competitive pay,Challenging work,New York,NY,Northeast
Zeta Charter Schools,Education,Teacher,3,1.0,"Nov 26, 2023",The WORST place to start your career!!,Teacher,"Former employee, more than 1 year","New York, NY",negative,negative,negative,The facilities are nice and kids are cute.,"This was by far the most stressful, toxic environment that I've ever worked in. If you're a new teacher I'd STRONGLY advise you to teach somewhere else. This school will make you question if you truly want to teach. You will not have a life outside of work if you work here. It is no different than Success Academy. Zeta uses the same questionable practices. They don't take special education seriously at all and weed out the kids they call ""low flyers"" instead of giving them the support they need. Parents and admin can contact you at any time of day and you get reprimanded if you don't respond. Zeta will mold you into being the teacher THEY want you to be, not the kind of teacher YOU want to be. Zeta wants teachers who humiliate students who don't perform well and scare kids into doing the right thing. The school only cares about data and public perception and truthfully your mental health and the kids' mental health don't matter. Your admin will send you passive-aggressive messages if 2 out of the 35 kids in your class aren't paying attention and ultimately fire you for any reason they want. You will spend your weekends completing all of the tedious work your kids are doing that week so you can be ""intellectually prepared"". They will send you a deliverable at 4 pm and demand that it be completed by 8z Everyone that works here is in it for themselves. Zeta fosters community at the beginning of the year but the competition for the best data leads to a cutthroat environment. Everyone gossips about each other and there is so much drama going on at all times. This environment is also due to the admin favoring teachers with high data and bullying those who do not have it. Every negative review you read is true.. take the positive ones written by Admin with a grain of salt. My mental health improved dramatically when I left this school. YOU DESERVE BETTER THAN ZETA.",New York,NY,Northeast
Zeta Charter Schools,Education,Teacher,3,4.0,"Sep 11, 2023",Hard Work,Teacher,"Current employee, more than 1 year","Bronx, NY",positive,positive,positive,Great team Support from staff members,Long Hours Evenings and weekends doing work,Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,3,3.0,"Sep 6, 2023",Off To A Good Start,Teacher,Current employee,"Bronx, NY",positive,positive,positive,I liked the summer training,A lot of work at the beginning,Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,4,1.0,"Aug 24, 2023",Lots of Fluff,Teacher,"Current employee, more than 1 year","Bronx, NY",negative,negative,negative,Great money and salary jump,"Inexperienced leadership, unfair people, intense workloads",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,4,1.0,"Mar 27, 2023",RUN,Teacher,"Former employee, more than 1 year","Inwood, NY",negative,negative,negative,Merchandise and workspace amenities to hide that they are exploiting you.,ALL OF IT. Just say no.,Inwood,NY,Northeast
Zeta Charter Schools,Education,Teacher,4,2.0,"Jul 29, 2022","They care about kids, but they do not care about Teachers",Teacher,"Former employee, less than 1 year","Bronx, NY",negative,negative,negative,- Beautiful school - Mission and Values are great - Nice work environment,"- inconsistent leadership (4 different principals in less than 6 months) - most members of the management team do not know what they are doing - CEO will talk bad about former employees regardless of the reasons why they have left - Operations team is overworked - Gossip and backstabbing all over the place among co-workers and from leadership to teachers - be ready for tons of ""all hands on deck"" kind of situations that will add up to your responsibilities and will make your job more stressful than it should be",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,5,5.0,"Jul 6, 2022",They’re amazing if you’re at the right school,Teacher,"Current employee, more than 1 year","Bronx, NY",,positive,positive,"Kids, colleagues, parents, lunch, occasionally good leadership","Leadership is a hit or miss, that is what determines the school year. Behavior management could use some help",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,5,1.0,"Jun 17, 2022",Specious !,Teacher,"Former employee, more than 1 year","Bronx, NY",,,,-The school has good funding & resources. Teachers won’t spend much out of pocket. - The students are the best ! You can be a role model.,-Inexperienced management that frequently changes . -Continued gaslighting by leadership and long emails with unrealistic feedback. - extremely high teacher & staff turn over rate - Resident teachers will be asked to take over as lead teachers with little to no experience /training or increase pay. - rigid subjects & lack of balance in the curriculum for its students. ( high stakes = high failure rate= more pressure on the kids to meet benchmark) -Special Education is not occurring in these schools. - RTs must enroll in Relay + commit for at least 3 years! Imagine being trapped in a job where you have to pay to leave!,Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,5,5.0,"Sep 22, 2021",World Class Education,Teacher,Current employee,"Bronx, NY",positive,positive,,"Zeta Charter schools (E. Tremont) equip you with the tools and resources needed to become a successful teacher. They invest time, money, and energy towards the personal development of their employees.","Flexibility is a must. Zeta prioritizes their student's academic and social-emotional needs ( as they should), which at times may require long working hours.",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,6,3.0,"Nov 16, 2020",Teacher,Teacher,Current employee,"New York, NY",,,,-People care about your well-being,-Last minute PD every day as though they can't plan in advance. -Limited work life balance. Coworkers and leadership will reach out during off hours or weekends.,New York,NY,Northeast
Zeta Charter Schools,Education,Teacher,7,4.0,"Jul 28, 2019","Teaching at Zeta full time, for over a year!",Teacher,"Current employee, more than 1 year","Bronx, NY",positive,positive,,-constant feedback from leaders and co-workers -weekly training in different areas of the curriculum and classroom management -the school has great culture amongst teachers and families -the social and emotional needs of children are fostered and leaders continuously look for ways to improve this aspect of our school.,"-it is a small school, but we are constantly growing and expanding",Bronx,NY,Northeast
Zeta Charter Schools,Education,Teacher,7,5.0,"Jul 25, 2019",Growing School with a Great Vision,Teacher,"Current employee, more than 1 year","New York, NY",positive,positive,positive,"This has been a great school to start a career in education. There is a generous option to help you with a masters in education and there is a mentor relationship with experienced teachers. There is a focus on growth and improvement and you will get feedback, but it is extremely helpful in improving your teaching practice. The school is also focusing on building social and emotional growth for students and this really makes it stand out. The community is great and the students and families are wonderful to work with.","As a startup, the first year did have some hiccups, but most got smoothed out over the course of the year.",New York,NY,Northeast
Zeta Charter Schools,Education,Teacher,7,5.0,"Jul 9, 2019",Amazing school for teachers looking for work/life balance!!,Teacher,"Current employee, more than 1 year","New York, NY",positive,positive,positive,"-Weekly and monthly professional development -Constant opportunities for feedback from leaders and co-workers -Strong community among teachers, and parents love to be involved. -Leaders and CEO very open to feedback on how to improve life on Zeta -Curriculum includes social emotional learning for students AND teachers! -Great worklife balance compared to most other charters !!","It is small, but growing :)",New York,NY,Northeast
Uncommon Schools,Education,Teacher,1,3.0,"Jun 20, 2026",Great training but long hours impact work-life balance,English teacher,"Former employee, more than 3 years","Dorchester, MA",negative,neutral,neutral,Great training and professional development,work life balance and long hours,Dorchester,MA,Northeast
Uncommon Schools,Education,Teacher,1,2.0,"Mar 24, 2026",Very difficult place to work,English teacher,"Former employee, more than 5 years","Brooklyn, NY",negative,,,"The pay is competitive and there are established structures for coaching, professional development, discipline, etc.","Incredibly overwhelming workload, micromanaging, too-strict disciplinary policies that focus on compliance rather than building community, strict scripted curriculum, long hours, endless list of deliverables",Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,1,2.0,"Oct 1, 2025",Teaching at Uncommon,English teacher,Former employee,"Newark, NJ",,,,"Student life is active, there is always room for growth.","Constantly being watched, always being judged, coworkers are catty, students are disruptive and leadership blames misbehaviors on teachers who are just trying their best to manage a 100minute class of 30+ kids.",Newark,NJ,Northeast
Uncommon Schools,Education,Teacher,1,4.0,"Dec 16, 2024",Uncommon Schools,English teacher,Current employee,"Camden, NJ",positive,,,"Competitive pay, Professional development, Good benefits","Intense work load, Difficult work",Camden,NJ,Northeast
Uncommon Schools,Education,Teacher,1,3.0,"Sep 14, 2024",get out what you put in,English teacher,Former employee,"Brooklyn, NY",,,,the students were always great,odd management structure. burnout rampant. lots of busywork.,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,2,5.0,"Apr 5, 2024","""To and Through College and Beyond""",English teacher,"Former employee, more than 3 years","Roxbury, MA",positive,positive,positive,Close Knit Staff Curriculum Database,Life/Work Balance Compensation Relative To Other Schools,Roxbury,MA,Northeast
Uncommon Schools,Education,Teacher,2,4.0,"Mar 28, 2024",Supportive Work Environment!,English teacher,"Current employee, more than 3 years","Boston, MA",positive,,,"- Strong, supportive leadership - All-in, one-school mindset from everyone - People hold each other accountable, it is clear everyone cares about each other - Everyone is willing to jump in to support and any moment",- MANY deadlines and expectations. - Days can be very long.,Boston,MA,Northeast
Uncommon Schools,Education,Teacher,2,3.0,"Jan 13, 2024",Former Teacher,English teacher,Former employee,"Brooklyn, NY",,,,Rigorous Training and Overall Efficient Network,"Overworked, Unforgiving Environment, Nepotism, Mediocre Pay",Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,2,4.0,"Nov 3, 2023",Good work culture,English teacher,Former employee,"Brooklyn, NY",,,,Well built out infrastructure and support,"Depending on the school, may be understaffed",Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,3,3.0,"Sep 19, 2023",North Star,English teacher,Current employee,"Newark, NJ",,,,There are a lot of company perks,Developed a lack of time for everything else,Newark,NJ,Northeast
Uncommon Schools,Education,Teacher,3,2.0,"Aug 8, 2023",In need of support,English teacher,"Former employee, more than 1 year","Dorchester, MA",negative,neutral,negative,"Good professional development, fairly competitive pay, rewarding work","Poor leadership, fragile/underdeveloped systems in place, extreme stress and fatigue",Dorchester,MA,Northeast
Uncommon Schools,Education,Teacher,3,5.0,"Aug 1, 2023",Okay,English teacher,Former employee,"Brooklyn, NY",,,,Good benefits while working at this school,Not really any cons from working here,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,3,5.0,"Mar 19, 2023",Good job,English teacher,Former employee,"Camden, NJ",,,,"Great teacher training, made me an excellent educator. Everything is done at a high level. Amazing experience.",Not sustainable. Very intense workload,Camden,NJ,Northeast
Uncommon Schools,Education,Teacher,4,2.0,"Apr 26, 2022",Roxbury Prep Review,English teacher,"Current employee, less than 1 year","Boston, MA",negative,neutral,negative,Students are amazing to work with.,The school is unorganized and has unrealistic expectations for teachers.,Boston,MA,Northeast
Uncommon Schools,Education,Teacher,4,3.0,"Jan 18, 2022",ELA Middle School Teacher,English teacher,"Current employee, more than 3 years","Brooklyn, NY",positive,positive,positive,"Great community of teachers, mostly teachers of African decent teaching children of African decent, good lesson plans.","A lot of micromanagement, teachers have to turn in lessons plans as a way to micro manage. Not a good balance of work life, teachers pushed to burn out. Coaching is more so condescending micromanagement.",Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,4,1.0,"Jun 29, 2021",Run!!!,English teacher,"Current employee, more than 5 years","Brooklyn, NY",negative,negative,negative,Some schools are better than others but still a trash organization.,Was a decent organization until Julie Jackson became president. They treat children like prisoners and teachers like slaves. Principals are robots who have no backbone.,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,4,1.0,"Jun 6, 2021",Worst Place to work,English teacher,"Former employee, more than 1 year","Newark, NJ",negative,negative,negative,The team members and I could support each other,"Horrible place to work, Long hours and not enough pay",Newark,NJ,Northeast
Uncommon Schools,Education,Teacher,5,5.0,"Jan 21, 2021",Worked here for five years,English teacher,Current employee,"Portland, ME",positive,positive,positive,"Cares about kids and data, helped me start my career and grow my skills as a teacher","Much is expected of you at this job, long hours and data driven instruction requires a lot and you must be prepared to give it your all",Portland,ME,Northeast
